Broadcast_Year,Broadcast_Quarter,Market,Service_Type,Broadcast_Language,Total_Quarterly_Hours
2024,3,Atlantic,Discretionary & On-Demand,English,393670287
2024,3,Atlantic,Non-Canadian & Other,English,96316187
2024,3,Central,Conventional ,French,624969
2024,3,Central,Conventional ,English,190762818
2024,3,Central,Discretionary & On-Demand,English,402026990
2024,3,Central,Discretionary & On-Demand,French,390640
2024,3,Central,Non-Canadian & Other,English,70217325
2024,3,Ontario,Conventional ,French,21238381
2024,3,Ontario,Conventional ,English,857395408
2024,3,Ontario,Discretionary & On-Demand,English,1880086124
2024,3,Ontario,Discretionary & On-Demand,French,20698282
2024,3,Ontario,Non-Canadian & Other,English,361688424
2024,3,Quebec,Conventional ,French,1152241984
2024,3,Quebec,Conventional ,English,106105087
2024,3,Quebec,Discretionary & On-Demand,French,1068955445
2024,3,Quebec,Discretionary & On-Demand,English,161707642
2024,3,Quebec,Non-Canadian & Other,English,60943010
2024,3,West,Conventional ,English,627966715
2024,3,West,Conventional ,French,929060
2024,3,West,Discretionary & On-Demand,English,1223195916
2024,3,West,Discretionary & On-Demand,French,801563
2024,3,West,Non-Canadian & Other,English,211394933
2024,4,Atlantic,Conventional ,French,6265179
2024,4,Atlantic,Conventional ,English,174015571
2024,4,Atlantic,Discretionary & On-Demand,English,318978664
2024,4,Atlantic,Discretionary & On-Demand,French,8273427
2024,4,Atlantic,Non-Canadian & Other,English,95402925
2024,4,Central,Conventional ,French,276733
2024,4,Central,Conventional ,English,165416638
2024,4,Central,Discretionary & On-Demand,English,372029407
2024,4,Central,Discretionary & On-Demand,French,91642
2024,4,Central,Non-Canadian & Other,English,76487503
2024,4,Ontario,Conventional ,French,11402923
2024,4,Ontario,Conventional ,English,724797127
2024,4,Ontario,Discretionary & On-Demand,French,17167937
2024,4,Ontario,Discretionary & On-Demand,English,1798987362
2024,4,Ontario,Non-Canadian & Other,English,399297934
2024,4,Quebec,Conventional ,French,896114672
2024,4,Quebec,Conventional ,English,91451442
2024,4,Quebec,Discretionary & On-Demand,English,161027372
2024,4,Quebec,Discretionary & On-Demand,French,982428248
2024,4,Quebec,Non-Canadian & Other,English,64534514
2024,4,West,Conventional ,English,559836417
2024,4,West,Conventional ,French,938831
2024,4,West,Discretionary & On-Demand,French,764575
2024,4,West,Discretionary & On-Demand,English,929421467
2024,4,West,Non-Canadian & Other,English,195522680
2025,1,Atlantic,Conventional ,English,195216667
2025,1,Atlantic,Conventional ,French,8916667
2025,1,Atlantic,Discretionary & On-Demand,French,8600000
2025,1,Atlantic,Discretionary & On-Demand,English,335716666
2025,1,Atlantic,Non-Canadian & Other,English,110716667
2025,1,Central,Conventional ,English,168583334
2025,1,Central,Conventional ,French,566667
2025,1,Central,Discretionary & On-Demand,English,357450000
2025,1,Central,Discretionary & On-Demand,French,316667
2025,1,Central,Non-Canadian & Other,English,83250000
2025,1,Ontario,Conventional ,English,806050000
2025,1,Ontario,Conventional ,French,17050000
2025,1,Ontario,Discretionary & On-Demand,English,1637250000
2025,1,Ontario,Discretionary & On-Demand,French,10150000
2025,1,Ontario,Non-Canadian & Other,English,441033333
2025,1,Quebec,Conventional ,English,93600000
2025,1,Quebec,Conventional ,French,1072366667
2025,1,Quebec,Discretionary & On-Demand,English,154866667
2025,1,Quebec,Discretionary & On-Demand,French,1029566666
2025,1,Quebec,Non-Canadian & Other,English,68183333
2025,1,West,Conventional ,French,816666
2025,1,West,Conventional ,English,613300000
2025,1,West,Discretionary & On-Demand,English,976349999
2025,1,West,Discretionary & On-Demand,French,1383334
2025,1,West,Non-Canadian & Other,English,223083333
2025,2,Atlantic,Conventional ,French,8799999
2025,2,Atlantic,Conventional ,English,195850000
2025,2,Atlantic,Discretionary & On-Demand,English,378950000
2025,2,Atlantic,Discretionary & On-Demand,French,7983333
2025,2,Atlantic,Non-Canadian & Other,English,95433333
2025,2,Central,Conventional ,French,1100000
2025,2,Central,Conventional ,English,174800001
2025,2,Central,Discretionary & On-Demand,English,380816667
2025,2,Central,Discretionary & On-Demand,French,1050000
2025,2,Central,Non-Canadian & Other,English,60316666
2025,2,Ontario,Conventional ,French,17233333
2025,2,Ontario,Conventional ,English,840366667
2025,2,Ontario,Discretionary & On-Demand,English,1782216666
2025,2,Ontario,Discretionary & On-Demand,French,14066666
2025,2,Ontario,Non-Canadian & Other,English,403333333
2025,2,Quebec,Conventional ,French,1105283333
2025,2,Quebec,Conventional ,English,100500000
2025,2,Quebec,Discretionary & On-Demand,English,164233333
2025,2,Quebec,Discretionary & On-Demand,French,1127783333
2025,2,Quebec,Non-Canadian & Other,English,58116667
2025,2,West,Conventional ,English,597033334
2025,2,West,Conventional ,French,1283334
2025,2,West,Discretionary & On-Demand,English,1077133333
2025,2,West,Discretionary & On-Demand,French,3200000
2025,2,West,Non-Canadian & Other,English,195333334
2025,3,Atlantic,Conventional ,English,193750001
2025,3,Atlantic,Conventional ,French,6000001
2025,3,Atlantic,Discretionary & On-Demand,French,13700000
2025,3,Atlantic,Discretionary & On-Demand,English,395133334
2025,3,Atlantic,Non-Canadian & Other,English,123033333
2025,3,Central,Conventional ,English,195600000
2025,3,Central,Conventional ,French,850001
2025,3,Central,Discretionary & On-Demand,English,363233333
2025,3,Central,Discretionary & On-Demand,French,700000
2025,3,Central,Non-Canadian & Other,English,62733334
2025,3,Ontario,Conventional ,English,826400000
2025,3,Ontario,Conventional ,French,16333333
2025,3,Ontario,Discretionary & On-Demand,English,1809416667
2025,3,Ontario,Discretionary & On-Demand,French,6316667
2025,3,Ontario,Non-Canadian & Other,English,406083333
2025,3,Quebec,Conventional ,English,109483334
2025,3,Quebec,Conventional ,French,977216667
2025,3,Quebec,Discretionary & On-Demand,French,1102233334
2025,3,Quebec,Discretionary & On-Demand,English,161533333
2025,3,Quebec,Non-Canadian & Other,English,55883333
2025,3,West,Conventional ,French,1366666
2025,3,West,Conventional ,English,579050000
2025,3,West,Discretionary & On-Demand,English,1042549999
2025,3,West,Discretionary & On-Demand,French,1366666
2025,3,West,Non-Canadian & Other,English,184616666
