Broadcast_Year,Broadcast_Quarter,Market,Service_Type,Broadcast_Language,Total_Quarterly_Hours
2023,4,Vancouver,CBC/SRC,English,22511862
2023,4,Vancouver,Non-Commercial,French,
2023,4,Vancouver,Non-Commercial,English,2321
2023,4,Vancouver,Private Commercial,French,39241
2023,4,Vancouver,Private Commercial,English,121807645
2024,1,Calgary,CBC/SRC,French,377660
2024,1,Calgary,CBC/SRC,English,14670498
2024,1,Calgary,Non-Commercial,French,
2024,1,Calgary,Non-Commercial,English,9323
2024,1,Calgary,Private Commercial,French,4187
2024,1,Calgary,Private Commercial,English,79026031
2024,1,Edmonton,CBC/SRC,French,513355
2024,1,Edmonton,CBC/SRC,English,11382360
2024,1,Edmonton,Non-Commercial,French,
2024,1,Edmonton,Non-Commercial,English,242
2024,1,Edmonton,Private Commercial,French,987
2024,1,Edmonton,Private Commercial,English,87311714
2024,1,Montreal,CBC/SRC,English,16793758
2024,1,Montreal,CBC/SRC,French,90637434
2024,1,Montreal,Non-Commercial,French,
2024,1,Montreal,Non-Commercial,English,5689
2024,1,Montreal,Private Commercial,English,87874076
2024,1,Montreal,Private Commercial,French,206413848
2024,1,Toronto,CBC/SRC,French,1734071
2024,1,Toronto,CBC/SRC,English,76270373
2024,1,Toronto,Non-Commercial,French,
2024,1,Toronto,Non-Commercial,English,6490829
2024,1,Toronto,Private Commercial,French,68209
2024,1,Toronto,Private Commercial,English,390993737
2024,1,Vancouver,CBC/SRC,French,1951506
2024,1,Vancouver,CBC/SRC,English,23164110
2024,1,Vancouver,Non-Commercial,French,
2024,1,Vancouver,Non-Commercial,English,448
2024,1,Vancouver,Private Commercial,French,313
2024,1,Vancouver,Private Commercial,English,121892116
2024,2,Calgary,CBC/SRC,French,471678
2024,2,Calgary,CBC/SRC,English,13815788
2024,2,Calgary,Non-Commercial,English,
2024,2,Calgary,Non-Commercial,French,
2024,2,Calgary,Private Commercial,French,192
2024,2,Calgary,Private Commercial,English,72043738
2024,2,Edmonton,CBC/SRC,French,318180
2024,2,Edmonton,CBC/SRC,English,11305144
2024,2,Edmonton,Non-Commercial,French,
2024,2,Edmonton,Non-Commercial,English,382
2024,2,Edmonton,Private Commercial,French,9037
2024,2,Edmonton,Private Commercial,English,84661935
2024,2,Montreal,CBC/SRC,English,15103731
2024,2,Montreal,CBC/SRC,French,83047967
2024,2,Montreal,Non-Commercial,French,
2024,2,Montreal,Non-Commercial,English,34030
2024,2,Montreal,Private Commercial,English,86182016
2024,2,Montreal,Private Commercial,French,204098496
2024,2,Toronto,CBC/SRC,French,672488
2024,2,Toronto,CBC/SRC,English,81687746
2024,2,Toronto,Non-Commercial,French,
2024,2,Toronto,Non-Commercial,English,7064951
2024,2,Toronto,Private Commercial,French,25515
2024,2,Toronto,Private Commercial,English,375200422
2024,2,Vancouver,CBC/SRC,French,1367247
2024,2,Vancouver,CBC/SRC,English,24820822
2024,2,Vancouver,Non-Commercial,French,
2024,2,Vancouver,Non-Commercial,English,1567
2024,2,Vancouver,Private Commercial,French,210
2024,2,Vancouver,Private Commercial,English,122644155
2024,3,Calgary,CBC/SRC,French,746357
2024,3,Calgary,CBC/SRC,English,18288979
2024,3,Calgary,Non-Commercial,French,
2024,3,Calgary,Non-Commercial,English,7527
2024,3,Calgary,Private Commercial,French,2834
2024,3,Calgary,Private Commercial,English,69631524
2024,3,Edmonton,CBC/SRC,French,263387
2024,3,Edmonton,CBC/SRC,English,11457725
2024,3,Edmonton,Non-Commercial,French,
2024,3,Edmonton,Non-Commercial,English,218
2024,3,Edmonton,Private Commercial,French,4037
2024,3,Edmonton,Private Commercial,English,91147884
2024,3,Montreal,CBC/SRC,English,13816734
2024,3,Montreal,CBC/SRC,French,84627312
2024,3,Montreal,Non-Commercial,French,
2024,3,Montreal,Non-Commercial,English,17628
2024,3,Montreal,Private Commercial,English,91725264
2024,3,Montreal,Private Commercial,French,207805033
2024,3,Toronto,CBC/SRC,French,549769
2024,3,Toronto,CBC/SRC,English,75583574
2024,3,Toronto,Non-Commercial,French,
2024,3,Toronto,Non-Commercial,English,7172453
2024,3,Toronto,Private Commercial,French,37313
2024,3,Toronto,Private Commercial,English,379895148
2024,3,Vancouver,CBC/SRC,French,1137458
2024,3,Vancouver,CBC/SRC,English,23859407
2024,3,Vancouver,Non-Commercial,French,
2024,3,Vancouver,Non-Commercial,English,
2024,3,Vancouver,Private Commercial,French,3454
2024,3,Vancouver,Private Commercial,English,136797222
2024,4,Calgary,CBC/SRC,French,633970
2024,4,Calgary,CBC/SRC,English,17261681
2024,4,Calgary,Non-Commercial,French,
2024,4,Calgary,Non-Commercial,English,
2024,4,Calgary,Private Commercial,French,4155
2024,4,Calgary,Private Commercial,English,72885969
2024,4,Edmonton,CBC/SRC,French,562292
2024,4,Edmonton,CBC/SRC,English,10215503
2024,4,Edmonton,Non-Commercial,French,
2024,4,Edmonton,Non-Commercial,English,387
2024,4,Edmonton,Private Commercial,French,9072
2024,4,Edmonton,Private Commercial,English,84973998
2024,4,Montreal,CBC/SRC,English,12847760
2024,4,Montreal,CBC/SRC,French,75332528
2024,4,Montreal,Non-Commercial,French,
2024,4,Montreal,Non-Commercial,English,9573
2024,4,Montreal,Private Commercial,English,86458319
2024,4,Montreal,Private Commercial,French,201938748
2024,4,Toronto,CBC/SRC,French,483983
2024,4,Toronto,CBC/SRC,English,64317652
2024,4,Toronto,Non-Commercial,French,
2024,4,Toronto,Non-Commercial,English,8067390
2024,4,Toronto,Private Commercial,French,202136
2024,4,Toronto,Private Commercial,English,387113504
2024,4,Vancouver,CBC/SRC,French,736853
2024,4,Vancouver,CBC/SRC,English,22386243
2024,4,Vancouver,Non-Commercial,French,
2024,4,Vancouver,Non-Commercial,English,
2024,4,Vancouver,Private Commercial,French,5745
2024,4,Vancouver,Private Commercial,English,130131767
2025,1,Calgary,CBC/SRC,French,1203366
2025,1,Calgary,CBC/SRC,English,14873978
2025,1,Calgary,Non-Commercial,English,
2025,1,Calgary,Non-Commercial,French,
2025,1,Calgary,Private Commercial,French,18
2025,1,Calgary,Private Commercial,English,82366013
2025,1,Edmonton,CBC/SRC,French,872539
2025,1,Edmonton,CBC/SRC,English,10056092
2025,1,Edmonton,Non-Commercial,French,
2025,1,Edmonton,Non-Commercial,English,84
2025,1,Edmonton,Private Commercial,French,55901
2025,1,Edmonton,Private Commercial,English,82487877
2025,1,Montreal,CBC/SRC,English,13779909
2025,1,Montreal,CBC/SRC,French,78242297
2025,1,Montreal,Non-Commercial,French,
2025,1,Montreal,Non-Commercial,English,2887
2025,1,Montreal,Private Commercial,English,84598232
2025,1,Montreal,Private Commercial,French,180706008
2025,1,Toronto,CBC/SRC,French,1030406
2025,1,Toronto,CBC/SRC,English,64638354
2025,1,Toronto,Non-Commercial,French,
2025,1,Toronto,Non-Commercial,English,8087015
2025,1,Toronto,Private Commercial,French,484712
2025,1,Toronto,Private Commercial,English,381364720
2025,1,Vancouver,CBC/SRC,French,1544072
2025,1,Vancouver,CBC/SRC,English,21929318
2025,1,Vancouver,Non-Commercial,French,
2025,1,Vancouver,Non-Commercial,English,1774
2025,1,Vancouver,Private Commercial,French,1563
2025,1,Vancouver,Private Commercial,English,137846900
2025,2,Calgary,CBC/SRC,French,978531
2025,2,Calgary,CBC/SRC,English,17359594
2025,2,Calgary,Non-Commercial,French,
2025,2,Calgary,Non-Commercial,English,77
2025,2,Calgary,Private Commercial,French,2359
2025,2,Calgary,Private Commercial,English,75801024
2025,2,Edmonton,CBC/SRC,French,1267809
2025,2,Edmonton,CBC/SRC,English,10117741
2025,2,Edmonton,Non-Commercial,French,
2025,2,Edmonton,Non-Commercial,English,651
2025,2,Edmonton,Private Commercial,French,83612
2025,2,Edmonton,Private Commercial,English,75078379
2025,2,Montreal,CBC/SRC,English,12957556
2025,2,Montreal,CBC/SRC,French,85061332
2025,2,Montreal,Non-Commercial,French,
2025,2,Montreal,Non-Commercial,English,1515
2025,2,Montreal,Private Commercial,English,78802480
2025,2,Montreal,Private Commercial,French,172581507
2025,2,Toronto,CBC/SRC,French,1042521
2025,2,Toronto,CBC/SRC,English,61331555
2025,2,Toronto,Non-Commercial,French,
2025,2,Toronto,Non-Commercial,English,6166468
2025,2,Toronto,Private Commercial,French,1022908
2025,2,Toronto,Private Commercial,English,363161571
2025,2,Vancouver,CBC/SRC,French,1822311
2025,2,Vancouver,CBC/SRC,English,29231620
2025,2,Vancouver,Non-Commercial,French,
2025,2,Vancouver,Non-Commercial,English,2197
2025,2,Vancouver,Private Commercial,French,211
2025,2,Vancouver,Private Commercial,English,123960036
2025,3,Calgary,CBC/SRC,French,778986
2025,3,Calgary,CBC/SRC,English,17751950
2025,3,Calgary,Non-Commercial,French,
2025,3,Calgary,Non-Commercial,English,
2025,3,Calgary,Private Commercial,French,469
2025,3,Calgary,Private Commercial,English,77513810
2025,3,Edmonton,CBC/SRC,French,1192798
2025,3,Edmonton,CBC/SRC,English,11583387
2025,3,Edmonton,Non-Commercial,French,
2025,3,Edmonton,Non-Commercial,English,
2025,3,Edmonton,Private Commercial,French,110271
2025,3,Edmonton,Private Commercial,English,80381466
2025,3,Montreal,CBC/SRC,English,13135391
2025,3,Montreal,CBC/SRC,French,87358905
2025,3,Montreal,Non-Commercial,French,
2025,3,Montreal,Non-Commercial,English,237
2025,3,Montreal,Private Commercial,English,84545335
2025,3,Montreal,Private Commercial,French,175356323
2025,3,Toronto,CBC/SRC,French,332179
2025,3,Toronto,CBC/SRC,English,66865687
2025,3,Toronto,Non-Commercial,French,
2025,3,Toronto,Non-Commercial,English,8746266
2025,3,Toronto,Private Commercial,French,843045
2025,3,Toronto,Private Commercial,English,368128313
2025,3,Vancouver,CBC/SRC,French,1657422
2025,3,Vancouver,CBC/SRC,English,31871360
2025,3,Vancouver,Non-Commercial,French,
2025,3,Vancouver,Non-Commercial,English,722
2025,3,Vancouver,Private Commercial,French,1209
2025,3,Vancouver,Private Commercial,English,128985289
